,cand_pcc,cand_name,cand_office,cand_office_st,cand_office_district,cand_election_yr,from_dates,through_dates,committee_total,actblue_total,percent
805,C00652784,"JACOBSEN, LEANN",H,IA,04,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 5, 17), datetime.date(2017, 10, 1)]","[datetime.date(2018, 5, 16), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 6, 26), datetime.date(2017, 12, 31)]",190421.4,126568.4,0.6646752938482754
461,C00638478,"JANOWICZ, PHIL ANDREW DR.",H,CA,39,2018,"[datetime.date(2017, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1)]","[datetime.date(2017, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30)]",178355.55,118525.3,0.6645450618161308
209,C00555888,"BEYER, DONALD STERNOFF HONORABLE JR.",H,VA,08,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 5, 24), datetime.date(2017, 7, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 5, 23), datetime.date(2018, 9, 30), datetime.date(2017, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30)]",1186843.38,786507.01,0.6626881214941773
439,C00637678,"AARESTAD, DAVID",H,CO,06,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1), datetime.date(2017, 7, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 6, 30), datetime.date(2017, 9, 30)]",111668.9,73983.9,0.662529137476952
838,C00654277,"HULINGS, JAY",H,TX,23,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 2, 15), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2017, 8, 29)]","[datetime.date(2018, 6, 30), datetime.date(2018, 2, 14), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30)]",482625.66,319480.68,0.6619637256750915
312,C00630517,"CABILDO, MARIA",H,CA,34,2017,"[datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 3, 16), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2017, 4, 25), datetime.date(2018, 4, 1), datetime.date(2017, 1, 1)]","[datetime.date(2017, 4, 24), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 6, 30), datetime.date(2017, 3, 15)]",214998.46,141401.0,0.6576837806187077
242,C00588558,"MCDOWELL, JAN",H,TX,24,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 2, 15), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 2, 14), datetime.date(2018, 6, 30), datetime.date(2017, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31)]",90515.98,59521.78,0.6575831140534523
228,C00575506,"GILL, DAVID MICHAEL DR.",H,IL,13,2018,"[datetime.date(2018, 3, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2017, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1)]","[datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2017, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2018, 2, 28), datetime.date(2017, 3, 31)]",87685.14,57617.99,0.6571009637436857
289,C00617761,"SIDIE, JAY",H,KS,03,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1), datetime.date(2017, 4, 1), datetime.date(2018, 7, 19), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 7, 18), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31), datetime.date(2017, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30)]",46401.02,30483.64,0.656960558194626
1094,C00665471,"GASPER, THERESA",H,OH,10,2018,"[datetime.date(2018, 4, 19), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1)]","[datetime.date(2018, 6, 30), datetime.date(2018, 4, 18), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31)]",741594.62,487099.24,0.6568268254157508
1133,C00667519,"PUREVAL, AFTAB",H,OH,01,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 4, 19), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1)]","[datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 4, 18), datetime.date(2018, 9, 30)]",2691819.86,1765001.34,0.6556907340746049
631,C00648287,"RING, LISA M.",H,GA,01,2018,"[datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 5, 3), datetime.date(2017, 4, 1)]","[datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 5, 2), datetime.date(2018, 6, 30), datetime.date(2017, 6, 30)]",161368.05,105595.98,0.6543797238672712
156,C00498873,"CARDENAS, TONY",H,CA,29,2018,"[datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 5, 17), datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1), datetime.date(2017, 10, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 5, 16), datetime.date(2018, 6, 30), datetime.date(2017, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31), datetime.date(2017, 12, 31)]",546229.06,357038.79,0.6536429790095751
672,C00649301,"SIDDIQUI, OMAR A.",H,CA,48,2018,"[datetime.date(2018, 4, 1), datetime.date(2017, 1, 1), datetime.date(2018, 5, 17), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1)]","[datetime.date(2018, 5, 16), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30)]",186827.47,122048.18,0.6532667813785628
867,C00655340,"WILLIAMS, MARK JOAQUIN MR.",H,CO,02,2018,"[datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 6, 7)]","[datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 6), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30)]",87431.81,57092.63,0.6529960891808142
992,C00660753,"NEAHRING, JENNIFER",H,OR,02,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 26)]","[datetime.date(2018, 3, 31), datetime.date(2018, 4, 25), datetime.date(2018, 9, 26), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30)]",99420.33,64873.0,0.6525124187376968
955,C00659177,"WILLIAMS, KATHLEEN",H,MT,00,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 5, 17), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1)]","[datetime.date(2018, 5, 16), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31)]",2753562.53,1793534.79,0.6513506668032704
221,C00572859,"DRISKELL, GRETCHEN",H,MI,07,2018,"[datetime.date(2018, 7, 1), datetime.date(2017, 4, 1), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 19), datetime.date(2018, 4, 1)]","[datetime.date(2018, 7, 18), datetime.date(2017, 6, 30), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2017, 3, 31), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30)]",1642211.66,1069013.97,0.6509599195027028
1046,C00663310,"AMATUL-WADUD, TAHIRAH",H,MA,01,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 8, 16)]","[datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 8, 15), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30)]",135659.3,87732.59,0.6467126839074063
263,C00602888,"HUERTA, EMILIO J. MR.",H,CA,21,2018,"[datetime.date(2018, 5, 17), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 4, 1)]","[datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2017, 3, 31), datetime.date(2018, 3, 31), datetime.date(2018, 5, 16), datetime.date(2018, 9, 30), datetime.date(2017, 6, 30)]",109159.19,70583.65,0.646612071782504
807,C00652891,"VOLOSIN, PETER",H,VA,06,2018,"[datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 5, 24), datetime.date(2018, 7, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 5, 23), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30)]",72347.16,46766.13,0.6464127963005043
695,C00649749,"SEARCY, SAM",H,NC,02,2018,"[datetime.date(2017, 6, 26), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1)]","[datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31), datetime.date(2018, 4, 19)]",101088.47,65113.47,0.6441236077665435
216,C00558437,"COLEMAN, BONNIE WATSON",H,NJ,12,2018,"[datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 4, 1), datetime.date(2017, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 5, 17), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 5, 16), datetime.date(2017, 6, 30), datetime.date(2017, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31)]",406838.74,261568.55,0.6429293090426934
72,C00374058,"GRIJALVA, RAUL M",H,AZ,03,2018,"[datetime.date(2018, 8, 9), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2017, 4, 1)]","[datetime.date(2018, 9, 30), datetime.date(2018, 8, 8), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 6, 30)]",371233.96,238343.54,0.6420305405249024
901,C00657015,"GRECHEN SHIRLEY, LIUBOV LIUBA",H,NY,02,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 6, 7), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1)]","[datetime.date(2018, 3, 31), datetime.date(2018, 6, 6), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31)]",1260452.99,807542.7,0.6406765713650296
843,C00654525,"MITRANO, TRACY",H,NY,23,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 7, 1), datetime.date(2018, 6, 7), datetime.date(2018, 1, 1)]","[datetime.date(2018, 6, 6), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31)]",1018805.93,651930.56,0.6398967073150036
1069,C00664409,"DENNEY, AUDREY",H,CA,01,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 5, 17), datetime.date(2018, 1, 1)]","[datetime.date(2018, 9, 30), datetime.date(2018, 5, 16), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31)]",846602.87,541367.71,0.6394588645795637
202,C00547240,"MOULTON, SETH",H,MA,06,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 8, 16), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2017, 4, 1), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1), datetime.date(2017, 1, 1)]","[datetime.date(2018, 8, 15), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2017, 3, 31)]",1446949.49,922104.3,0.6372746985107269
618,C00647958,"RAMSEY, GEORGE",H,IA,01,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2017, 6, 14), datetime.date(2017, 10, 1), datetime.date(2018, 5, 17), datetime.date(2018, 1, 1)]","[datetime.date(2018, 9, 30), datetime.date(2018, 5, 16), datetime.date(2017, 9, 30), datetime.date(2017, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31)]",52043.9,33144.54,0.6368573454333745
486,C00639211,"BATESON, REGINA",H,CA,04,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 5, 17), datetime.date(2018, 7, 25), datetime.date(2017, 7, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 5, 16), datetime.date(2018, 3, 31), datetime.date(2018, 7, 24), datetime.date(2017, 6, 30), datetime.date(2018, 6, 30), datetime.date(2018, 8, 9), datetime.date(2017, 9, 30)]",794000.5,505132.92,0.6361871560534281
1262,C00675884,"ESPY, ALPHONSO MICHAEL",S,MS,00,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 9, 30), datetime.date(2018, 6, 30)]",1290267.1,820653.44,0.6360337638617616
1008,C00661405,"PAYNE, RACHEL",H,CA,48,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2017, 3, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30)]",285190.35,181308.21,0.635744547457514
404,C00636621,"HOAGENSON, SUZANNE RENEE",H,MO,04,2018,"[datetime.date(2017, 7, 1), datetime.date(2017, 3, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 19), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1)]","[datetime.date(2017, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 7, 18), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30)]",360936.66,229345.06,0.6354163636356585
765,C00651471,"BARZEE FLORES, MARY",H,FL,25,2018,"[datetime.date(2017, 7, 1), datetime.date(2018, 8, 9), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 8, 8), datetime.date(2017, 12, 31)]",1703397.33,1078074.59,0.6328967241013581
810,C00653048,"MUSTAFA, SAMEENA",H,IL,05,2018,"[datetime.date(2018, 3, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1)]","[datetime.date(2018, 3, 31), datetime.date(2018, 2, 28), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31)]",122843.46,77623.48,0.6318893981006396
87,C00409409,"WALZ, TIMOTHY J",H,MN,01,2018,"[datetime.date(2017, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1)]","[datetime.date(2017, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 6, 30)]",28196.0,17787.0,0.6308341608738828
1115,C00666453,"MCMURRAY, NATHAN DOUGLAS",H,NY,27,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 6, 7)]","[datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 6, 6), datetime.date(2018, 6, 30)]",586966.35,369174.35,0.6289531759358947
52,C00331769,"LEE, BARBARA",H,CA,13,2018,"[datetime.date(2017, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 5, 17), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2017, 3, 31), datetime.date(2018, 5, 16), datetime.date(2018, 3, 31)]",1247451.02,784079.95,0.6285456802945256
116,C00435099,"FOSTER, G. WILLIAM (BILL)",H,IL,11,2018,"[datetime.date(2017, 1, 1), datetime.date(2018, 3, 1), datetime.date(2018, 7, 1), datetime.date(2017, 4, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1)]","[datetime.date(2017, 3, 31), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 2, 28), datetime.date(2018, 6, 30)]",1472137.76,924863.99,0.6282455454440622
498,C00639534,"RYWALSKI, ERIC",H,CA,45,2018,"[datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2017, 4, 1)]","[datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2017, 6, 30)]",25113.88,15768.42,0.6278766960740435
574,C00646471,"LESTER, RICHARD KENT",H,TX,31,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 2, 15)]","[datetime.date(2017, 12, 31), datetime.date(2018, 2, 14), datetime.date(2017, 6, 30), datetime.date(2018, 5, 29), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31)]",29259.9,18337.0,0.6266938711342144
823,C00653592,"MATTA, TATIANA",H,CA,23,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 5, 17), datetime.date(2017, 8, 20)]","[datetime.date(2018, 5, 16), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31)]",33556.21,21005.91,0.6259917314857667
735,C00650507,"CUNNINGHAM, JOE",H,SC,01,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 5, 24), datetime.date(2017, 5, 28)]","[datetime.date(2018, 5, 23), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30)]",1636355.29,1023434.09,0.625435133955536
800,C00652651,"NEAL, RICK",H,OH,15,2018,"[datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 19)]","[datetime.date(2018, 4, 18), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30)]",824664.1,515236.17,0.6247830722836122
173,C00505552,"HEITKAMP, HEIDI",S,ND,00,2018,"[datetime.date(2017, 10, 1), datetime.date(2017, 4, 1), datetime.date(2018, 5, 24), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1)]","[datetime.date(2017, 12, 31), datetime.date(2017, 6, 30), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 5, 23), datetime.date(2017, 9, 30)]",9265613.81,5778155.37,0.6236127998086723
1210,C00671446,"SELMONT, GEORGE AUSTIN",H,FL,04,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1)]","[datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30)]",38573.86,23999.92,0.6221809277059646
1222,C00672311,"SHALALA, DONNA",H,FL,27,2018,"[datetime.date(2018, 8, 9), datetime.date(2018, 1, 18), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1)]","[datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 8, 8)]",2191491.33,1362364.11,0.621660734564713
1107,C00666149,"TORRES SMALL, XOCHITL",H,NM,02,2018,"[datetime.date(2018, 5, 17), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1)]","[datetime.date(2018, 6, 30), datetime.date(2018, 5, 16), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30)]",2350070.54,1459651.7,0.6211097391144693
326,C00631978,"SANCHEZ, JANA LYNNE MS",H,TX,06,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 5, 3), datetime.date(2018, 4, 1), datetime.date(2017, 1, 1), datetime.date(2018, 2, 15), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 6, 30), datetime.date(2018, 5, 2), datetime.date(2017, 3, 31), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 2, 14), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30)]",536511.07,332919.22,0.6205262828966418
